branch_id,category,total_revenue,transaction_count,avg_revenue_per_transaction,avg_price,avg_qty,latitude,longitude,district,peak_month,first_sale_date,last_sale_date,monthly_revenue,operational_days,daily_revenue,transactions_per_day,competitor_count,nearby_avg_revenue,district_avg_revenue,district_median_revenue,district_branch_count,district_avg_competition,district_encoded,category_encoded
1653,Snacks and Appetizers,4875999.9991999995,6,812666.6665333332,47272.72726666666,11.166666666666666,-6.2180486,106.7925937,Kebayoran Lama,2,2024-02-15,2024-02-18,1649171.5552849777,4,1218999.9997999999,1.5,0,0.0,1103857680.9438338,23922442.821591113,315,8.238095238095237,3,13
1683,Cakes and Desserts,9872400.0,24,411350.0,194850.0,1.5,-6.2230251,106.8428474,Tebet,3,2024-03-02,2024-03-31,3339065.066666667,30,329080.0,0.8,9,2570107884.610529,2891856590.3908925,48860803.11988889,250,8.348,8,3
1683,Japanese Food,15847800.0,30,528260.0,233820.0,1.8,-6.2230251,106.8428474,Tebet,3,2024-03-01,2024-03-31,5360078.133333334,31,511219.3548387097,0.967741935483871,13,19286697546.96777,2891856590.3908925,48860803.11988889,250,8.348,8,9
1683,Tea and Beverages,9612600.0,22,436936.36363636365,200754.54545454544,1.5454545454545454,-6.2230251,106.8428474,Tebet,3,2024-03-01,2024-03-24,3251194.9333333336,24,400525.0,0.9166666666666666,18,14290995697.890894,2891856590.3908925,48860803.11988889,250,8.348,8,15
1684,Cakes and Desserts,3247500.0,16,202968.75,154256.25,1.1875,-6.2441792,106.783529,Kebayoran Lama,3,2024-03-02,2024-03-31,1098376.6666666667,30,108250.0,0.5333333333333333,7,544328621.6865355,1103857680.9438338,23922442.821591113,315,8.238095238095237,3,3
1684,Japanese Food,9093000.0,19,478578.94736842107,218778.94736842104,1.6842105263157894,-6.2441792,106.783529,Kebayoran Lama,3,2024-03-02,2024-03-31,3075454.666666667,30,303100.0,0.6333333333333333,10,4706808819.861131,1103857680.9438338,23922442.821591113,315,8.238095238095237,3,9
1684,Tea and Beverages,5585700.0,18,310316.6666666667,180416.66666666666,1.3888888888888888,-6.2441792,106.783529,Kebayoran Lama,3,2024-03-01,2024-03-31,1889207.8666666667,31,180183.87096774194,0.5806451612903226,16,3730196676.9658265,1103857680.9438338,23922442.821591113,315,8.238095238095237,3,15
1686,Japanese Food,719400.0,3,239800.0,163200.0,1.3333333333333333,-6.2180486,106.7925937,Kebayoran Lama,3,2024-03-20,2024-03-28,243317.06666666668,9,79933.33333333333,0.3333333333333333,1,458282.58483328886,1103857680.9438338,23922442.821591113,315,8.238095238095237,3,9
1901,Breakfast and Egg Dishes,6454000.0,203,31793.103448275862,17034.48275862069,1.3103448275862069,-6.27218145,106.81772012,Cilandak,1,2024-01-12,2024-03-14,2182886.2222222225,63,102444.44444444444,3.2222222222222223,1,284106.6666666667,4255930260.995516,57731658.44444445,269,3.1561338289962824,0,2
1901,Chinese Food,708008000.0,1575,449528.8888888889,41591.11111111111,5.631111111111111,-6.27218145,106.81772012,Cilandak,1,2024-01-08,2024-03-28,239464039.1111111,81,8740839.50617284,19.444444444444443,1,48360042205.31656,4255930260.995516,57731658.44444445,269,3.1561338289962824,0,4
1901,Comfort Food,57008000.0,357,159686.27450980392,43607.8431372549,2.7254901960784315,-6.27218145,106.81772012,Cilandak,1,2024-01-08,2024-03-28,19281372.444444444,81,703802.4691358025,4.407407407407407,3,143620091.4021537,4255930260.995516,57731658.44444445,269,3.1561338289962824,0,6
1901,Japanese Food,231378000.0,658,351638.2978723404,37234.04255319149,5.319148936170213,-6.27218145,106.81772012,Cilandak,1,2024-01-08,2024-03-28,78257181.33333333,81,2856518.5185185187,8.123456790123457,2,35267019837.616165,4255930260.995516,57731658.44444445,269,3.1561338289962824,0,9
1901,Seafood,52696000.0,378,139407.40740740742,25925.925925925927,3.240740740740741,-6.27218145,106.81772012,Cilandak,1,2024-01-08,2024-03-28,17822958.222222224,81,650567.9012345679,4.666666666666667,3,24900578879.440807,4255930260.995516,57731658.44444445,269,3.1561338289962824,0,11
1901,Tea and Beverages,518994000.0,3514,147693.22709163345,31741.035856573704,2.7031872509960158,-6.27218145,106.81772012,Cilandak,1,2024-01-08,2024-03-28,175535304.0,81,6407333.333333333,43.382716049382715,4,2768503250.9284377,4255930260.995516,57731658.44444445,269,3.1561338289962824,0,15
1901,Thai Food,1881796000.0,721,2609980.5825242717,104271.84466019417,14.155339805825243,-6.27218145,106.81772012,Cilandak,1,2024-01-08,2024-03-28,636465224.888889,81,23232049.38271605,8.901234567901234,3,9149142590.384306,4255930260.995516,57731658.44444445,269,3.1561338289962824,0,16
1943,Alcoholic Beverages,109092.0,1,109092.0,54546.0,2.0,-6.21991336,106.79232428,Kebayoran Lama,2,2024-02-12,2024-02-12,36897.33866666667,1,109092.0,1.0,1,42834361366.496704,1103857680.9438338,23922442.821591113,315,8.238095238095237,3,0
1943,Comfort Food,77273.6363,2,38636.81815,38636.81815,1.0,-6.21991336,106.79232428,Kebayoran Lama,2,2024-02-12,2024-02-16,26135.660988577776,5,15454.72726,0.4,1,18988210373.1097,1103857680.9438338,23922442.821591113,315,8.238095238095237,3,6
1943,Japanese Food,1354974.7909,25,54198.991636,44722.615636,1.2,-6.21991336,106.79232428,Kebayoran Lama,2,2024-02-12,2024-03-28,458282.58483328886,46,29455.973715217388,0.5434782608695652,2,56676832.49714975,1103857680.9438338,23922442.821591113,315,8.238095238095237,3,9
1943,Non-Food Items/ Event,293683.11,2,146841.555,146841.555,1.0,-6.21991336,106.79232428,Kebayoran Lama,3,2024-03-18,2024-03-28,99330.15409333333,11,26698.464545454543,0.18181818181818182,1,284626746.7851413,1103857680.9438338,23922442.821591113,315,8.238095238095237,3,10
1943,Seafood,1846214.6358,15,123080.97572,66716.95756,1.4,-6.21991336,106.79232428,Kebayoran Lama,3,2024-02-12,2024-03-28,624430.8168194667,46,40135.10077826087,0.32608695652173914,1,5653413054.347202,1103857680.9438338,23922442.821591113,315,8.238095238095237,3,11
1943,Set Meals and Combos,175201.752,3,58400.584,58400.584,1.0,-6.21991336,106.79232428,Kebayoran Lama,3,2024-03-19,2024-03-28,59257.12589866667,10,17520.1752,0.3,2,120395669.85615452,1103857680.9438338,23922442.821591113,315,8.238095238095237,3,12
2031,Alcoholic Beverages,246251831.5502,875,281430.6646288,105299.1523168,1.824,-6.23782503,106.808875,Kebayoran Baru,3,2024-01-01,2024-03-31,83287841.69320098,91,2706064.0829692306,9.615384615384615,8,1865279092.7115834,6988304894.122244,173600655.97777778,487,9.043121149897331,2,0
2031,Breakfast and Egg Dishes,77452002.8275,784,98790.81993303572,78731.28868303572,1.1428571428571428,-6.23782503,106.808875,Kebayoran Baru,1,2024-01-01,2024-03-28,26195988.51187889,88,880136.3957670454,8.909090909090908,6,1183360573.1990356,6988304894.122244,173600655.97777778,487,9.043121149897331,2,2
2031,Coffee,1818182485.2674,7420,245038.07079075472,90645.4311881132,1.8613207547169812,-6.23782503,106.808875,Kebayoran Baru,1,2024-01-01,2024-03-31,614949720.5726628,91,19980027.31063077,81.53846153846153,9,4325045432.078565,6988304894.122244,173600655.97777778,487,9.043121149897331,2,5
2031,Comfort Food,349529532.3912,2051,170419.07966416382,92636.18646621161,1.3651877133105803,-6.23782503,106.808875,Kebayoran Baru,3,2024-01-01,2024-03-31,118218655.17764588,91,3840983.8724307693,22.53846153846154,7,2935718624.07126,6988304894.122244,173600655.97777778,487,9.043121149897331,2,6
2031,Fried Food,147291183.557,658,223846.7835212766,82116.42558510638,1.9787234042553192,-6.23782503,106.808875,Kebayoran Baru,1,2024-01-01,2024-03-31,49817151.416389786,91,1618584.4346923078,7.230769230769231,6,733580510.6989126,6988304894.122244,173600655.97777778,487,9.043121149897331,2,7
2031,Japanese Food,23667000.0,161,147000.0,102880.43478260869,1.2173913043478262,-6.23782503,106.808875,Kebayoran Baru,1,2024-01-01,2024-03-29,8004705.333333334,89,265921.34831460676,1.8089887640449438,5,244317545.7420352,6988304894.122244,173600655.97777778,487,9.043121149897331,2,9
2031,Non-Food Items/ Event,119923458.5164,784,152963.59504642856,80462.48355,1.4464285714285714,-6.23782503,106.808875,Kebayoran Baru,1,2024-01-01,2024-03-30,40560778.63599129,90,1332482.8724044445,8.71111111111111,8,346369206.7854903,6988304894.122244,173600655.97777778,487,9.043121149897331,2,10
2031,Seafood,25289687.5,287,88117.37804878049,65647.86585365854,1.170731707317073,-6.23782503,106.808875,Kebayoran Baru,1,2024-01-02,2024-03-28,8553534.305555556,87,290686.0632183908,3.2988505747126435,6,421615280.1892832,6988304894.122244,173600655.97777778,487,9.043121149897331,2,11
2031,Set Meals and Combos,593895060.99,56,10605268.946250001,977615.22375,9.875,-6.23782503,106.808875,Kebayoran Baru,3,2024-03-17,2024-03-30,200868507.29484,14,42421075.785000004,4.0,7,4533173783.689485,6988304894.122244,173600655.97777778,487,9.043121149897331,2,12
2031,Snacks and Appetizers,45346505.7381,63,719785.8053666666,419786.8692555555,1.5555555555555556,-6.23782503,106.808875,Kebayoran Baru,1,2024-01-09,2024-03-28,15337195.940752933,80,566831.32172625,0.7875,7,162230538.87840003,6988304894.122244,173600655.97777778,487,9.043121149897331,2,13
2031,Steaks and BBQ,164981159.8841,854,193186.3698877049,92633.13865327869,1.598360655737705,-6.23782503,106.808875,Kebayoran Baru,1,2024-01-02,2024-03-31,55800294.52080004,90,1833123.998712222,9.488888888888889,6,3602895600.8568897,6988304894.122244,173600655.97777778,487,9.043121149897331,2,14
2031,Tea and Beverages,1611581236.9286,7665,210251.95524182648,85785.7166996347,1.747945205479452,-6.23782503,106.808875,Kebayoran Baru,1,2024-01-01,2024-03-31,545072587.2456287,91,17709683.922292307,84.23076923076923,9,7685129303.071376,6988304894.122244,173600655.97777778,487,9.043121149897331,2,15
2031,Thai Food,5382821.6344,98,54926.75137142857,54926.75137142857,1.0,-6.23782503,106.808875,Kebayoran Baru,3,2024-01-01,2024-03-30,1820589.8950126222,90,59809.12927111111,1.0888888888888888,6,280755623.34483534,6988304894.122244,173600655.97777778,487,9.043121149897331,2,16
2032,Alcoholic Beverages,62674875.0,218,287499.4266055046,108029.12844036697,1.8256880733944953,-6.2589251,106.81554275,Mampang Prapatan,3,2024-01-01,2024-03-31,21198035.5,91,688734.8901098901,2.3956043956043955,11,451962930.78134346,1263891997.88638,35430216.91333334,168,8.535714285714286,4,0
2032,Breakfast and Egg Dishes,25094840.0,202,124231.88118811882,83553.61386138614,1.2376237623762376,-6.2589251,106.81554275,Mampang Prapatan,1,2024-01-01,2024-03-31,8487632.551111111,91,275767.47252747254,2.21978021978022,5,552135844.8361313,1263891997.88638,35430216.91333334,168,8.535714285714286,4,2
2032,Coffee,341783585.9762,1742,196201.8289185993,83630.33456153846,1.7313432835820894,-6.2589251,106.81554275,Mampang Prapatan,3,2024-01-01,2024-03-31,115598803.96795031,91,3755863.582156044,19.142857142857142,7,1579370740.6473591,1263891997.88638,35430216.91333334,168,8.535714285714286,4,5
2032,Comfort Food,96152079.7766,624,154089.871436859,88577.05452628205,1.3878205128205128,-6.2589251,106.81554275,Mampang Prapatan,3,2024-01-01,2024-03-31,32520770.093330048,91,1056616.2612813187,6.857142857142857,10,237515077.5721067,1263891997.88638,35430216.91333334,168,8.535714285714286,4,6
2032,Fried Food,32942775.0,156,211171.63461538462,79731.57051282052,1.9102564102564104,-6.2589251,106.81554275,Mampang Prapatan,1,2024-01-01,2024-03-31,11141978.566666666,91,362008.5164835165,1.7142857142857142,4,801096.2444444444,1263891997.88638,35430216.91333334,168,8.535714285714286,4,7
2032,Japanese Food,2508744.0712,30,83624.80237333334,83624.80237333334,1.0,-6.2589251,106.81554275,Mampang Prapatan,2,2024-01-04,2024-02-28,848512.994748089,56,44799.00127142858,0.5357142857142857,9,945038549.3095773,1263891997.88638,35430216.91333334,168,8.535714285714286,4,9
2032,Non-Food Items/ Event,24575974.9492,194,126680.28324329897,78667.55293402063,1.309278350515464,-6.2589251,106.81554275,Mampang Prapatan,1,2024-01-01,2024-03-31,8312140.86059609,91,270065.6587824176,2.131868131868132,12,824227954.5612961,1263891997.88638,35430216.91333334,168,8.535714285714286,4,10
2032,Seafood,10050225.0,82,122563.71951219512,81514.0243902439,1.3170731707317074,-6.2589251,106.81554275,Mampang Prapatan,1,2024-01-04,2024-03-29,3399209.4333333336,86,116863.08139534884,0.9534883720930233,10,1075320872.6469386,1263891997.88638,35430216.91333334,168,8.535714285714286,4,11
2032,Set Meals and Combos,16468079.22,6,2744679.87,509336.37000000005,5.333333333333333,-6.2589251,106.81554275,Mampang Prapatan,3,2024-03-25,2024-03-30,5569870.349520001,6,2744679.87,1.0,8,528912861.420253,1263891997.88638,35430216.91333334,168,8.535714285714286,4,12
2032,Snacks and Appetizers,5099977.904999999,14,364284.13607142854,278570.2975,1.2857142857142858,-6.2589251,106.81554275,Mampang Prapatan,1,2024-01-14,2024-03-29,1724925.860313333,76,67104.97243421052,0.18421052631578946,12,622779252.6597079,1263891997.88638,35430216.91333334,168,8.535714285714286,4,13
2032,Steaks and BBQ,37008619.4664,228,162318.50643157895,85336.4888877193,1.4912280701754386,-6.2589251,106.81554275,Mampang Prapatan,3,2024-01-02,2024-03-30,12517137.5173024,89,415827.1850157303,2.561797752808989,10,2484789122.1202636,1263891997.88638,35430216.91333334,168,8.535714285714286,4,14
2032,Tea and Beverages,377187627.88740003,1940,194426.6123130928,84599.70820350514,1.6505154639175257,-6.2589251,106.81554275,Mampang Prapatan,1,2024-01-01,2024-03-31,127573237.69880508,91,4144918.9877736266,21.318681318681318,13,3102212564.5743146,1263891997.88638,35430216.91333334,168,8.535714285714286,4,15
2032,Thai Food,2031250.0,20,101562.5,67737.5,1.2,-6.2589251,106.81554275,Mampang Prapatan,3,2024-01-09,2024-03-31,687013.8888888889,83,24472.89156626506,0.24096385542168675,8,3463689080.6291213,1263891997.88638,35430216.91333334,168,8.535714285714286,4,16
2033,Alcoholic Beverages,1097205441.3446,924,1187451.7763469697,175966.34629469697,3.106060606060606,-6.2552267,106.7725444,Kebayoran Baru,1,2024-01-01,2024-03-31,371099262.60588473,91,12057202.65213846,10.153846153846153,0,0.0,6988304894.122244,173600655.97777778,487,9.043121149897331,2,0
2033,Breakfast and Egg Dishes,96800289.88419999,574,168641.62000731705,83894.07354390243,1.3902439024390243,-6.2552267,106.7725444,Kebayoran Baru,1,2024-01-01,2024-03-31,32740009.15638942,91,1063739.449276923,6.3076923076923075,0,0.0,6988304894.122244,173600655.97777778,487,9.043121149897331,2,2
2033,Coffee,5785394779.4398,7686,752718.5505386157,119808.4542348816,2.4335154826958107,-6.2552267,106.7725444,Kebayoran Baru,1,2024-01-01,2024-03-31,1956749078.7349725,91,63575766.807030775,84.46153846153847,0,0.0,6988304894.122244,173600655.97777778,487,9.043121149897331,2,5
2033,Comfort Food,3074634463.3634,3255,944588.1607875269,151161.89226,2.3956989247311826,-6.2552267,106.7725444,Kebayoran Baru,3,2024-01-01,2024-03-31,1039909700.7197989,91,33787191.90509231,35.76923076923077,0,0.0,6988304894.122244,173600655.97777778,487,9.043121149897331,2,6
2033,Fried Food,288409586.8507,707,407934.35198118817,108040.64584257425,2.6534653465346536,-6.2552267,106.7725444,Kebayoran Baru,1,2024-01-01,2024-03-31,97546531.37483677,91,3169336.119238462,7.769230769230769,0,0.0,6988304894.122244,173600655.97777778,487,9.043121149897331,2,7
2033,Japanese Food,136154153.5312,203,670710.1159172413,152341.72729655175,1.9310344827586208,-6.2552267,106.7725444,Kebayoran Baru,1,2024-01-07,2024-03-31,46050360.37210809,85,1601813.570955294,2.388235294117647,0,0.0,6988304894.122244,173600655.97777778,487,9.043121149897331,2,9
2033,Non-Food Items/ Event,362789803.2234,861,421358.65647317073,118360.84736747967,1.886178861788618,-6.2552267,106.7725444,Kebayoran Baru,1,2024-01-01,2024-03-31,122703573.44578107,91,3986701.134323077,9.461538461538462,0,0.0,6988304894.122244,173600655.97777778,487,9.043121149897331,2,10
2033,Seafood,46064120.0558,343,134297.72611020406,79541.50699183674,1.4081632653061225,-6.2552267,106.7725444,Kebayoran Baru,2,2024-01-02,2024-03-31,15579909.049983911,90,511823.5561755555,3.811111111111111,0,0.0,6988304894.122244,173600655.97777778,487,9.043121149897331,2,11
2033,Set Meals and Combos,5951301679.4175005,63,94465106.02250001,3030763.985166667,20.555555555555557,-6.2552267,106.7725444,Kebayoran Baru,3,2024-02-27,2024-03-31,2012862479.1274302,34,175038284.68875003,1.8529411764705883,0,0.0,6988304894.122244,173600655.97777778,487,9.043121149897331,2,12
2033,Snacks and Appetizers,124591589.045,28,4449699.60875,277949.60875,9.5,-6.2552267,106.7725444,Kebayoran Baru,2,2024-01-13,2024-03-09,42139644.11699778,57,2185817.3516666666,0.49122807017543857,0,0.0,6988304894.122244,173600655.97777778,487,9.043121149897331,2,13
2033,Steaks and BBQ,393773604.1372,1141,345112.7117766871,115982.95796503068,2.0245398773006134,-6.2552267,106.7725444,Kebayoran Baru,3,2024-01-01,2024-03-31,133182983.44373743,91,4327182.463046154,12.538461538461538,0,0.0,6988304894.122244,173600655.97777778,487,9.043121149897331,2,14
2033,Tea and Beverages,6623443097.1051,9856,672021.418131605,128084.26523629262,2.5490056818181817,-6.2552267,106.7725444,Kebayoran Baru,1,2024-01-01,2024-03-31,2240195643.065325,91,72785088.97917692,108.3076923076923,0,0.0,6988304894.122244,173600655.97777778,487,9.043121149897331,2,15
2033,Thai Food,18002950.0,98,183703.57142857142,90339.28571428571,1.6428571428571428,-6.2552267,106.7725444,Kebayoran Baru,3,2024-01-10,2024-03-30,6088997.755555556,81,222258.64197530865,1.2098765432098766,0,0.0,6988304894.122244,173600655.97777778,487,9.043121149897331,2,16
2139,Bakery and Pastries,1291381000.0,8918,144806.1224489796,67989.79591836735,1.6342229199372056,-6.2079211,106.81347715,Kebayoran Baru,1,2024-01-01,2024-03-31,436773751.5555556,91,14191000.0,98.0,2,8087165.026432712,6988304894.122244,173600655.97777778,487,9.043121149897331,2,1
2139,Cakes and Desserts,2520000.0,63,40000.0,40000.0,1.0,-6.2079211,106.81347715,Kebayoran Baru,2,2024-02-13,2024-03-01,852320.0,18,140000.0,3.5,3,1255861.7950486816,6988304894.122244,173600655.97777778,487,9.043121149897331,2,3
2139,Coffee,153615000.0,21,7315000.0,315000.0,9.0,-6.2079211,106.81347715,Kebayoran Baru,1,2024-01-18,2024-02-08,51956006.66666667,22,6982500.0,0.9545454545454546,3,329368608.5632993,6988304894.122244,173600655.97777778,487,9.043121149897331,2,5
2139,Comfort Food,183302000.0,1547,118488.68778280543,62714.93212669683,1.5520361990950227,-6.2079211,106.81347715,Kebayoran Baru,1,2024-01-01,2024-03-31,61996809.777777776,91,2014307.6923076923,17.0,2,397891939.3291172,6988304894.122244,173600655.97777778,487,9.043121149897331,2,6
2139,Japanese Food,164640000.0,1099,149808.91719745222,58343.949044585985,2.248407643312102,-6.2079211,106.81347715,Kebayoran Baru,1,2024-01-01,2024-03-31,55684906.66666667,91,1809230.7692307692,12.076923076923077,3,1304135.583394489,6988304894.122244,173600655.97777778,487,9.043121149897331,2,9
2139,Non-Food Items/ Event,26600000.0,105,253333.33333333334,133333.33333333334,1.6,-6.2079211,106.81347715,Kebayoran Baru,1,2024-01-01,2024-03-12,8996711.111111112,72,369444.44444444444,1.4583333333333333,3,71914222.53710009,6988304894.122244,173600655.97777778,487,9.043121149897331,2,10
2139,Set Meals and Combos,6370000.0,49,130000.0,90000.0,1.2857142857142858,-6.2079211,106.81347715,Kebayoran Baru,1,2024-01-04,2024-01-30,2154475.5555555555,27,235925.92592592593,1.8148148148148149,2,1552655684.3111112,6988304894.122244,173600655.97777778,487,9.043121149897331,2,12
2139,Snacks and Appetizers,1400000.0,28,50000.0,30000.0,1.5,-6.2079211,106.81347715,Kebayoran Baru,1,2024-01-11,2024-01-31,473511.1111111111,21,66666.66666666667,1.3333333333333333,3,489732322.6441069,6988304894.122244,173600655.97777778,487,9.043121149897331,2,13
2139,Tea and Beverages,549577000.0,3689,148977.22960151802,66096.7741935484,1.605313092979127,-6.2079211,106.81347715,Kebayoran Baru,1,2024-01-01,2024-03-31,185879154.22222224,91,6039307.692307692,40.53846153846154,4,363652741.9658536,6988304894.122244,173600655.97777778,487,9.043121149897331,2,15
2139,Thai Food,5320000.0,126,42222.22222222222,26666.666666666668,1.3333333333333333,-6.2079211,106.81347715,Kebayoran Baru,1,2024-01-11,2024-03-22,1799342.2222222222,72,73888.88888888889,1.75,2,107045803.80687423,6988304894.122244,173600655.97777778,487,9.043121149897331,2,16
2140,Bakery and Pastries,42282000.0,392,107862.24489795919,60943.87755102041,1.4642857142857142,-6.21750361,106.8136397,Setia Budi,1,2024-01-02,2024-03-28,14300712.0,87,486000.0,4.505747126436781,5,843463172.7296,1564378617.563536,50088681.777777776,287,14.264808362369338,7,1
2140,Cakes and Desserts,240000.0,6,40000.0,40000.0,1.0,-6.21750361,106.8136397,Setia Budi,2,2024-02-12,2024-02-28,81173.33333333333,17,14117.64705882353,0.35294117647058826,6,231222023.1367195,1564378617.563536,50088681.777777776,287,14.264808362369338,7,3
2140,Coffee,967624000.0,1258,769176.4705882353,145265.50079491257,3.259141494435612,-6.21750361,106.8136397,Setia Budi,1,2024-01-02,2024-03-28,327271939.5555556,87,11122114.942528736,14.459770114942529,8,13793523207.71083,1564378617.563536,50088681.777777776,287,14.264808362369338,7,5
2140,Comfort Food,21480000.0,160,134250.0,72000.0,1.6375,-6.21750361,106.8136397,Setia Budi,2,2024-01-02,2024-03-27,7265013.333333334,86,249767.44186046513,1.8604651162790697,10,1372049615.8448405,1564378617.563536,50088681.777777776,287,14.264808362369338,7,6
2140,Japanese Food,40000.0,2,20000.0,20000.0,1.0,-6.21750361,106.8136397,Setia Budi,3,2024-03-01,2024-03-01,13528.888888888889,1,40000.0,2.0,8,26323615926.690987,1564378617.563536,50088681.777777776,287,14.264808362369338,7,9
2140,Non-Food Items/ Event,10400000.0,74,140540.54054054053,61621.62162162162,1.4324324324324325,-6.21750361,106.8136397,Setia Budi,3,2024-01-02,2024-03-28,3517511.111111111,87,119540.22988505747,0.8505747126436781,13,1593813616.2777014,1564378617.563536,50088681.777777776,287,14.264808362369338,7,10
2140,Set Meals and Combos,110000.0,2,55000.0,55000.0,1.0,-6.21750361,106.8136397,Setia Budi,3,2024-03-27,2024-03-27,37204.444444444445,1,110000.0,2.0,11,23547448416.324245,1564378617.563536,50088681.777777776,287,14.264808362369338,7,12
2140,Tea and Beverages,120756000.0,940,128463.82978723405,62948.936170212764,1.6085106382978724,-6.21750361,106.8136397,Setia Budi,1,2024-01-02,2024-03-28,40842362.666666664,87,1388000.0,10.804597701149426,15,11178614990.638285,1564378617.563536,50088681.777777776,287,14.264808362369338,7,15
2151,Bakery and Pastries,667673999.786,2626,254255.1408172125,86619.19267319117,2.0297029702970297,-6.2639862,106.8135392,Mampang Prapatan,1,2024-01-01,2024-03-31,225822183.92762044,91,7337076.920725275,28.857142857142858,5,204623613.23626202,1263891997.88638,35430216.91333334,168,8.535714285714286,4,1
2151,Cakes and Desserts,480000.0,12,40000.0,40000.0,1.0,-6.2639862,106.8135392,Mampang Prapatan,2,2024-02-12,2024-03-03,162346.66666666666,21,22857.14285714286,0.5714285714285714,6,150426079.94442248,1263891997.88638,35430216.91333334,168,8.535714285714286,4,3
2151,Comfort Food,140253999.9534,514,272867.70418949414,88525.29180311284,2.3929961089494163,-6.2639862,106.8135392,Mampang Prapatan,3,2024-01-02,2024-03-31,47437019.53979439,90,1558377.77726,5.711111111111111,12,334302547.4488095,1263891997.88638,35430216.91333334,168,8.535714285714286,4,6
2151,Japanese Food,94009999.96419999,176,534147.7270693182,127670.4545034091,3.647727272727273,-6.2639862,106.8135392,Mampang Prapatan,1,2024-01-01,2024-03-31,31796271.099002752,91,1033076.9226835164,1.934065934065934,10,855265636.7015275,1263891997.88638,35430216.91333334,168,8.535714285714286,4,9
2151,Non-Food Items/ Event,3940000.0,48,82083.33333333333,67083.33333333333,1.0833333333333333,-6.2639862,106.8135392,Mampang Prapatan,2,2024-01-11,2024-03-25,1332595.5555555555,75,52533.333333333336,0.64,12,824809583.3367162,1263891997.88638,35430216.91333334,168,8.535714285714286,4,10
2151,Set Meals and Combos,7790000.0018,32,243437.50005625,112187.50001875,1.625,-6.2639862,106.8135392,Mampang Prapatan,1,2024-01-02,2024-02-03,2634751.111719911,33,236060.60611515152,0.9696969696969697,8,529279751.324978,1263891997.88638,35430216.91333334,168,8.535714285714286,4,12
2151,Snacks and Appetizers,120000.0,6,20000.0,20000.0,1.0,-6.2639862,106.8135392,Mampang Prapatan,1,2024-01-11,2024-03-07,40586.666666666664,57,2105.2631578947367,0.10526315789473684,13,578481206.3247117,1263891997.88638,35430216.91333334,168,8.535714285714286,4,13
2151,Tea and Beverages,246101999.8762,958,256891.44037181628,72453.02711565762,2.0,-6.2639862,106.8135392,Mampang Prapatan,2,2024-01-02,2024-03-31,83237165.29146142,90,2734466.665291111,10.644444444444444,15,2717691348.1100802,1263891997.88638,35430216.91333334,168,8.535714285714286,4,15
2151,Thai Food,520000.0,14,37142.857142857145,25714.285714285714,1.2857142857142858,-6.2639862,106.8135392,Mampang Prapatan,1,2024-01-14,2024-03-23,175875.55555555556,70,7428.571428571428,0.2,10,2836386627.414408,1263891997.88638,35430216.91333334,168,8.535714285714286,4,16
2154,Bakery and Pastries,48918999.995,39,1254333.333205128,150333.33332820513,4.051282051282051,-6.24028364,106.78395506,Kebayoran Lama,2,2024-01-11,2024-03-30,16545492.887197778,80,611487.4999375,0.4875,4,82800244.84450635,1103857680.9438338,23922442.821591113,315,8.238095238095237,3,1
2154,Cakes and Desserts,3240000.0002,21,154285.7142952381,78095.2381,1.9523809523809523,-6.24028364,106.78395506,Kebayoran Lama,2,2024-02-12,2024-03-03,1095840.0000676445,21,154285.7142952381,1.0,7,544328984.0674782,1103857680.9438338,23922442.821591113,315,8.238095238095237,3,3
2154,Coffee,416112000.0928,639,651192.4884081377,133787.1674543036,2.3458528951486697,-6.24028364,106.78395506,Kebayoran Lama,2,2024-01-01,2024-03-31,140738325.36472037,91,4572659.341679121,7.021978021978022,7,978257203.2714307,1103857680.9438338,23922442.821591113,315,8.238095238095237,3,5
2154,Comfort Food,7530000.006000001,9,836666.6673333334,123333.33343333335,4.111111111111111,-6.24028364,106.78395506,Kebayoran Lama,2,2024-01-11,2024-03-29,2546813.335362667,79,95316.45577215191,0.11392405063291139,9,584659876.9444689,1103857680.9438338,23922442.821591113,315,8.238095238095237,3,6
2154,Non-Food Items/ Event,320000.0,10,32000.0,24000.0,1.2,-6.24028364,106.78395506,Kebayoran Lama,2,2024-01-01,2024-03-27,108231.11111111111,87,3678.1609195402298,0.11494252873563218,13,224839864.30837238,1103857680.9438338,23922442.821591113,315,8.238095238095237,3,10
2154,Set Meals and Combos,5443400000.0,90,60482222.222222224,2411111.111111111,24.11111111111111,-6.24028364,106.78395506,Kebayoran Lama,1,2024-01-01,2024-03-31,1841078844.4444444,91,59817582.417582415,0.989010989010989,10,4235098544.96823,1103857680.9438338,23922442.821591113,315,8.238095238095237,3,12
2154,Tea and Beverages,290186999.9764,448,647738.8392330358,117886.16070714286,2.6808035714285716,-6.24028364,106.78395506,Kebayoran Lama,3,2024-01-01,2024-03-31,98147691.99201797,91,3188868.131608791,4.923076923076923,17,3506336040.5617704,1103857680.9438338,23922442.821591113,315,8.238095238095237,3,15
2348,Alcoholic Beverages,711412975.0,700,1016304.25,132352.25,4.42,-6.2215622,106.8330533,Kebayoran Baru,1,2024-01-01,2024-02-06,240615677.32222223,37,19227377.7027027,18.91891891891892,22,658751717.7900541,6988304894.122244,173600655.97777778,487,9.043121149897331,2,0
